customer_id,customer_name,gender,age,customer_segment,city,region,registration_date
C01296,CV Sukses Logistik,,,Small Business,Bogor,West Java,2023-11-04
C01297,Nadia Santoso,M,40.0,Consumer,Cimahi,West Java,2024-06-27
C01298,Hana Hidayat,M,53.0,Consumer,Malang,East Java,2023-02-10
C01299,PT Artha Sentosa,,,Corporate,Depok,West Java,2024-05-13
C01300,Sari Ramadhan,M,35.0,Consumer,Semarang,Central Java,2025-04-28
C01301,Raka Maulana,M,52.0,Consumer,Palembang,Sumatra,2025-09-04
C01302,PT Mitra Abadi,,,Corporate,Central Jakarta,Jakarta,2022-11-24
C01303,Yusuf Saputra,M,43.0,Consumer,Cimahi,West Java,2023-12-11
C01304,Hana Ramadhan,M,18.0,Consumer,Jember,East Java,2023-01-24
C01305,PT Nusa Sentosa,,,Corporate,South Jakarta,Jakarta,2025-08-06
C01306,PT Sentosa Abadi,,,Small Business,South Jakarta,Jakarta,2022-09-29
C01307,Citra Hidayat,M,53.0,Consumer,Malang,East Java,2022-05-20
C01308,CV Sukses Abadi,,,Small Business,Depok,West Java,2023-12-11
C01309,PT Cakra Indonesia,,,Corporate,East Jakarta,Jakarta,2023-01-17
C01310,Tio Pratama,M,51.0,Consumer,Kediri,East Java,2025-02-10
C01311,PT Cakra Retail,,,Corporate,Bandung,West Java,2024-03-15
C01312,Yusuf Santoso,M,45.0,Consumer,Magelang,Central Java,2023-10-08
C01313,PT Artha Indonesia,,,Corporate,Depok,West Java,2024-11-25
C01314,PT Nusantara Jaya,,,Small Business,Depok,West Java,2022-10-21
C01315,Maya Wijaya,F,30.0,Consumer,Sidoarjo,East Java,2024-11-16
C01316,PT Maju Abadi,,,Small Business,Depok,West Java,2023-05-12
C01317,Wahyu Lestari,M,30.0,Consumer,Sidoarjo,East Java,2024-09-12
C01318,Maya Wijaya,M,33.0,Consumer,Pekanbaru,Sumatra,2024-12-08
C01319,Sari Hidayat,F,36.0,Consumerr,Surakarta,Central Java,2025-05-17
C01320,PT Nusantara Abadi,,,Small Business,Cimahi,West Java,2025-02-25
C01321,Fajar Ramadhan,F,32.0,Consumer,South Jakarta,Jakarta,2022-04-04
C01322,Sari Permata,F,28.0,Consumer,Surakarta,Central Java,2023-08-06
C01323,Citra Nugroho,F,31.0,Consumer,Jember,East Java,2023-02-07
C01324,PT Global Sentosa,,,Corporate,Magelang,Central Java,2025-05-25
C01325,Joko Nugroho,F,47.0,Consumer,Magelang,Central Java,2025-06-06
C01326,Lina Maulana,M,40.0,Consumer,West Jakarta,Jakarta,2022-04-26
C01327,PT Maju Jaya,,,Small Business,Pekanbaru,Sumatra,2022-08-04
C01328,Dewi Lestari,F,44.0,Consumer,South Jakarta,Jakarta,2024-07-26
C01329,Andi Lestari,M,22.0,Consumer,East Jakarta,Jakarta,2024-11-24
C01330,Tio Nugroho,F,52.0,Consumer,Bogor,West Java,2025-10-19
C01331,Raka Lestari,F,56.0,Consumer,North Jakarta,Jakarta,2025-01-14
C01332,Tio Putri,M,19.0,Consumer,East Jakarta,Jakarta,2025-11-09
C01333,Wahyu Hidayat,F,44.0,Consumer,East Jakarta,Jakarta,2022-04-14
C01334,Fajar Maulana,M,48.0,Consumer,Surakarta,Central Java,2025-11-08
C01335,PT Prima Digital,,,Small Business,West Jakarta,Jakarta,2024-06-25
C01336,PT Prima Logistik,,,Small Business,Balikpapan,Kalimantan,2025-01-31
C01337,Indra Putri,F,48.0,Consumer,Central Jakarta,Jakarta,2022-06-20
C01338,Andi Wijaya,F,21.0,Consumer,Malang,East Java,2023-11-03
C01339,Hana Maulana,F,46.0,Consumer,Padang,Sumatra,2025-12-21
C01340,Hana Permata,M,41.0,Consumer,Palembang,Sumatra,2024-12-09
C01341,Nadia Kusuma,F,54.0,Consumer,East Jakarta,Jakarta,2023-07-25
C01342,Sari Wijaya,F,34.0,Consumer,Bandar Lampung,Sumatra,2025-10-13
C01343,Budi Maulana,F,44.0,Consumer,Surabaya,East Java,2024-04-21
C01344,PT Cakra Sentosa,,,Corporate,Surabaya,East Java,2022-09-23
C01345,PT Nusantara Abadi,,,Small Business,Bogor,West Java,2023-07-04
C01346,PT Cakra Indonesia,,,Corporate,Bandung,West Java,2024-07-15
C01347,Maya Kusuma,M,37.0,Consumer,Bekasi,West Java,2022-09-18
C01348,Citra Maulana,F,32.0,Consumer,Depok,West Java,2022-02-26
C01349,Vina Maulana,F,49.0,Consumer,Bandung,West Java,2025-06-09
C01350,PT Global Retail,,,Corporate,Depok,West Java,2022-12-17
C01351,CV Sukses Jaya,,,Small Business,Surakarta,Central Java,2024-11-26
C01352,Gita Wijaya,F,47.0,Consumer,Kediri,East Java,2022-11-09
C01353,Indra Wijaya,M,42.0,Consumer,Surakarta,Central Java,2025-02-09
C01354,Eko Ramadhan,F,49.0,Consumer,East Jakarta,Jakarta,2024-08-20
C01355,Maya Santoso,M,41.0,Consumer,Kediri,East Java,2023-08-30
C01356,PT Global Retail,,,Corporate,Tegal,Central Java,2022-06-21
C01357,Andi Nugroho,M,54.0,Consumer,West Jakarta,Jakarta,2023-12-13
C01358,PT Sentosa Abadi,,,Consumerr,Bandung,West Java,2025-05-29
C01359,PT Artha Retail,,,Corporate,North Jakarta,Jakarta,2023-10-22
C01360,CV Sukses Logistik,,,Small Business,Magelang,Central Java,2024-09-05
C01361,PT Prima Digital,,,Small Business,West Jakarta,Jakarta,2023-11-06
C01362,PT Cakra Retail,,,Corporate,East Jakarta,Jakarta,2022-07-17
C01363,Sari Saputra,M,27.0,Consumer,Bekasi,West Java,2024-04-21
C01364,Maya Wijaya,M,46.0,Consumer,Palembang,Sumatra,2025-12-01
C01365,Nadia Permata,M,59.0,Consumer,Balikpapan,Kalimantan,2022-06-22
C01366,Karin Putri,F,28.0,Consumer,Depok,West Java,2025-01-24
C01367,Wahyu Kusuma,M,28.0,Consumer,Padang,Sumatra,2024-11-20
C01368,PT Global Abadi,,,Corporate,Sidoarjo,East Java,2022-09-20
C01369,Budi Nugroho,F,26.0,Consumer,Padang,Sumatra,2023-01-28
C01370,CV Sukses Abadi,,,Small Business,Sidoarjo,East Java,2024-06-13
C01371,PT Maju Abadi,,,Small Business,Central Jakarta,Jakarta,2022-01-09
C01372,PT Sentosa Mandiri,,,Small Business,East Jakarta,Jakarta,2023-04-23
C01373,Yusuf Ramadhan,F,22.0,Consumer,Bandung,West Java,2023-07-03
C01374,Budi Lestari,M,31.0,Consumer,Central Jakarta,Jakarta,2022-05-30
C01375,Gita Pratama,F,49.0,Consumer,Bandar Lampung,Sumatra,2024-08-21
C01376,PT Artha Indonesia,,,Corporate,East Jakarta,Jakarta,2025-12-28
C01377,Indra Hidayat,F,55.0,Consumer,Cimahi,West Java,2022-09-16
C01378,Vina Kusuma,M,60.0,Consumer,Depok,West Java,2024-01-25
C01379,Joko Lestari,M,29.0,Consumer,Surabaya,East Java,2025-09-30
C01380,Nadia Putri,F,42.0,Consumer,Cimahi,West Java,2024-06-05
C01381,Tio Permata,F,24.0,Consumer,North Jakarta,Jakarta,2022-04-01
C01382,PT Maju Logistik,,,Small Business,Malang,East Java,2024-04-11
C01383,Gita Putri,F,50.0,Consumer,Depok,West Java,2025-01-30
C01384,PT Maju Sejahtera,,,Small Business,Bekasi,West Java,2024-03-25
C01385,Yusuf Saputra,F,27.0,Consumer,Sidoarjo,East Java,2024-05-26
C01386,PT Cakra Indonesia,,,Corporate,Bogor,West Java,2022-09-02
C01387,Maya Hidayat,F,39.0,Consumer,Cimahi,West Java,2023-10-09
C01388,Tio Nugroho,F,25.0,Consumer,Bogor,West Java,2023-03-05
C01389,Sari Saputra,M,50.0,Consumer,Bekasi,West Java,2025-05-11
C01390,Fajar Nugroho,M,36.0,Consumerr,Bandar Lampung,Sumatra,2022-10-08
C01391,Joko Nugroho,F,59.0,Consumer,Bogor,West Java,2022-02-27
C01392,Maya Hidayat,F,19.0,Consumer,Semarang,Central Java,2025-10-02
C01393,Sari Santoso,F,59.0,Consumer,Palu,Sulawesi,2024-08-12
C01394,Sari Permata,M,33.0,Consumer,Jember,East Java,2024-01-24
C01395,PT Global Retail,,,Corporate,Palu,Sulawesi,2025-11-22
C01396,Budi Kusuma,M,25.0,Consumer,Bogor,West Java,2025-05-28
C01397,PT Nusantara Mandiri,,,Small Business,West Jakarta,Jakarta,2025-02-13
C01398,Vina Putri,F,30.0,Consumer,Central Jakarta,Jakarta,2025-04-11
C01399,Vina Ramadhan,M,51.0,Consumer,Magelang,Central Java,2022-06-16
C01400,Hana Wijaya,M,43.0,Consumer,South Jakarta,Jakarta,2025-12-16
C01401,Gita Ramadhan,M,60.0,Consumer,Tegal,Central Java,2022-03-19
C01402,Raka Wijaya,F,24.0,Consumer,Kediri,East Java,2022-10-07
C01403,PT Nusantara Mandiri,,,Small Business,Bekasi,West Java,2024-07-17
C01404,Gita Pratama,F,30.0,Consumer,Palu,Sulawesi,2025-06-16
C01405,Vina Putri,F,47.0,Consumer,Pekanbaru,Sumatra,2025-06-20
C01406,PT Maju Abadi,,,Small Business,South Jakarta,Jakarta,2023-12-21
C01407,Eko Putri,F,38.0,Consumer,West Jakarta,Jakarta,2022-10-02
C01408,Dewi Hidayat,M,47.0,Consumer,Malang,East Java,2024-12-06
C01409,Andi Ramadhan,M,30.0,Consumer,South Jakarta,Jakarta,2025-10-01
C01410,Karin Hidayat,M,59.0,Consumer,Depok,West Java,2023-02-08
C01411,Fajar Nugroho,F,21.0,Consumer,Medan,Sumatra,2024-05-09
C01412,Karin Santoso,F,42.0,Consumer,Palembang,Sumatra,2022-08-22
C01413,Indra Nugroho,M,46.0,Consumer,Manado,Sulawesi,2025-03-06
C01414,CV Sukses Jaya,,,Small Business,Pekanbaru,Sumatra,2025-06-03
C01415,Hana Permata,M,48.0,Consumer,Jember,East Java,2022-12-26
C01416,Karin Ramadhan,M,44.0,Consumer,East Jakarta,Jakarta,2023-12-15
C01417,Andi Pratama,M,19.0,Consumer,West Jakarta,Jakarta,2025-03-26
C01418,Sari Putri,M,42.0,Consumer,Depok,West Java,2024-11-17
C01419,Maya Saputra,F,22.0,Consumer,Banjarmasin,Kalimantan,2025-08-15
C01420,Budi Pratama,F,40.0,Consumer,North Jakarta,Jakarta,2024-04-09
C01421,Vina Kusuma,M,37.0,Consumer,West Jakarta,Jakarta,2025-05-22
C01422,Indra Saputra,F,26.0,Consumer,Bandar Lampung,Sumatra,2024-01-11
C01423,CV Berkah Abadi,,,Small Business,Palembang,Sumatra,2024-06-28
C01424,Indra Ramadhan,F,59.0,Consumer,Malang,East Java,2025-11-27
C01425,Maya Nugroho,F,22.0,Consumer,Surabaya,East Java,2024-04-02
C01426,Fajar Santoso,F,33.0,Consumer,Kediri,East Java,2025-12-10
C01427,PT Maju Mandiri,,,Small Business,Bandung,West Java,2022-10-07
C01428,PT Nusantara Jaya,,,Small Business,Depok,West Java,2023-02-14
C01429,Indra Permata,F,47.0,Consumer,Bogor,West Java,2025-05-21
C01430,Hana Hidayat,F,48.0,Consumer,Depok,West Java,2022-05-12
C01431,Budi Kusuma,M,42.0,Consumer,Balikpapan,Kalimantan,2025-08-15
C01432,Tio Nugroho,F,41.0,Consumer,Bogor,West Java,2024-07-15
C01433,Citra Saputra,F,23.0,Consumer,Tegal,Central Java,2025-03-07
C01434,Indra Kusuma,M,40.0,Consumer,Surabaya,East Java,2023-03-22
C01435,Tio Pratama,M,25.0,Consumer,Sidoarjo,East Java,2025-11-11
C01436,Joko Nugroho,M,23.0,Consumer,Manado,Sulawesi,2022-11-11
C01437,Eko Pratama,F,48.0,Consumer,Surakarta,Central Java,2022-02-09
C01438,Raka Kusuma,F,55.0,Consumer,Central Jakarta,Jakarta,2025-08-23
C01439,PT Mitra Retail,,,Corporate,Medan,Sumatra,2022-01-12
C01440,Wahyu Santoso,M,27.0,Consumer,Cimahi,West Java,2024-03-18
C01441,CV Berkah Logistik,,,Small Business,North Jakarta,Jakarta,2022-07-25
C01442,Budi Lestari,F,31.0,Consumer,Sidoarjo,East Java,2022-11-23
C01443,Maya Santoso,M,26.0,Consumer,Bogor,West Java,2022-03-25
C01444,Gita Saputra,F,53.0,Consumer,Depok,West Java,2024-05-16
C01445,PT Prima Mandiri,,,Small Business,East Jakarta,Jakarta,2022-11-01
C01446,PT Prima Digital,,,Small Business,Semarang,Central Java,2024-09-08
C01447,Sari Wijaya,F,46.0,Consumer,Padang,Sumatra,2025-01-13
C01448,Sari Ramadhan,F,34.0,Consumer,Bogor,West Java,2023-10-03
C01449,Maya Santoso,F,47.0,Consumer,Malang,East Java,2023-10-19
C01450,Eko Nugroho,F,34.0,Consumer,South Jakarta,Jakarta,2025-01-17
C01451,Indra Kusuma,M,58.0,Consumer,South Jakarta,Jakarta,2022-07-05
C01452,PT Sentosa Sejahtera,,,Small Business,Semarang,Central Java,2023-08-03
C01453,PT Nusa Retail,,,Corporate,North Jakarta,Jakarta,2025-06-03
C01454,Yusuf Maulana,M,42.0,Consumer,Banjarmasin,Kalimantan,2025-10-09
C01455,CV Berkah Sejahtera,,,Small Business,Padang,Sumatra,2024-07-18
C01456,Citra Lestari,F,21.0,Consumer,Malang,East Java,2024-06-19
C01457,Karin Kusuma,F,37.0,Consumer,Bekasi,West Java,2025-06-30
C01458,Raka Putri,F,23.0,Consumer,Medan,Sumatra,2024-12-28
C01459,Wahyu Pratama,F,33.0,Consumer,Tegal,Central Java,2023-04-18
C01460,Sari Ramadhan,F,49.0,Consumer,Tegal,Central Java,2025-06-12
C01461,PT Sentosa Digital,,,Small Business,Tegal,Central Java,2024-03-29
C01462,Nadia Hidayat,M,60.0,Consumer,,Sulawesi,2022-07-12
C01463,Andi Maulana,F,52.0,Consumer,Sidoarjo,East Java,2024-11-09
C01464,Budi Maulana,F,53.0,Consumer,South Jakarta,Jakarta,2022-10-03
C01465,Joko Putri,M,53.0,Consumer,Balikpapan,Kalimantan,2025-06-14
C01466,Joko Ramadhan,M,47.0,Consumer,Semarang,Central Java,2022-09-13
C01467,PT Sentosa Mandiri,,,Small Business,East Jakarta,Jakarta,2022-10-01
C01468,PT Artha Retail,,,Corporate,Sidoarjo,East Java,2024-01-11
C01469,PT Global Indonesia,,,Corporate,South Jakarta,Jakarta,2025-11-25
C01470,Indra Pratama,M,55.0,Consumer,Semarang,Central Java,2022-06-15
C01471,PT Prima Mandiri,,,Small Business,Bekasi,West Java,2022-12-04
C01472,Wahyu Nugroho,M,53.0,Consumer,Tegal,Central Java,2022-02-17
C01473,Budi Kusuma,M,50.0,Consumer,Surakarta,Central Java,2022-09-03
C01474,Joko Lestari,M,43.0,Consumer,Central Jakarta,Jakarta,2022-02-17
C01475,PT Nusantara Sejahtera,,,Small Business,,East Java,2025-04-03
C01476,Eko Pratama,F,23.0,Consumer,West Jakarta,Jakarta,2025-12-28
C01477,Citra Maulana,M,33.0,Consumer,Semarang,Central Java,2025-10-23
C01478,Wahyu Nugroho,F,26.0,Consumer,Sidoarjo,East Java,2022-07-04
C01479,Gita Pratama,F,33.0,Consumer,Bekasi,West Java,2025-06-12
C01480,Lina Nugroho,F,19.0,Consumer,Tegal,Central Java,2023-02-07
C01481,PT Maju Abadi,,,Small Business,Surabaya,East Java,2024-03-17
C01482,Lina Saputra,M,24.0,Consumer,West Jakarta,Jakarta,2024-12-30
C01483,Yusuf Saputra,M,56.0,Consumer,Medan,Sumatra,2022-01-15
C01484,CV Sukses Mandiri,,,Small Business,Makassar,Sulawesi,2024-01-06
C01485,Budi Putri,F,47.0,Consumer,Manado,Sulawesi,2025-03-05
C01486,Vina Kusuma,F,52.0,Consumer,Depok,West Java,2023-11-10
C01487,Tio Nugroho,F,60.0,Consumer,Makassar,Sulawesi,2023-09-27
C01488,Eko Kusuma,M,42.0,Consumer,South Jakarta,Jakarta,2024-06-16
C01489,PT Prima Mandiri,,,Small Business,Bandar Lampung,Sumatra,2025-04-11
C01490,Eko Permata,F,43.0,Consumer,Depok,West Java,2024-12-19
C01491,Hana Wijaya,M,41.0,Consumer,Surakarta,Central Java,2025-09-23
C01492,PT Nusantara Logistik,,,Small Business,Banjarmasin,Kalimantan,2024-07-16
C01493,PT Prima Jaya,,,Small Business,Tegal,Central Java,2025-08-27
C01494,Wahyu Permata,F,39.0,Consumer,Bekasi,West Java,2023-08-08
C01495,CV Sukses Mandiri,,,Small Business,West Jakarta,Jakarta,2024-12-26
C01496,Andi Ramadhan,F,35.0,Consumer,Central Jakarta,Jakarta,2022-07-15
C01497,Vina Santoso,M,22.0,Consumer,Palembang,Sumatra,2025-01-11
C01498,Nadia Hidayat,F,23.0,Consumer,Tegal,Central Java,2024-08-07
C01499,Hana Wijaya,F,49.0,Consumer,Padang,Sumatra,2022-07-09
C01500,Joko Kusuma,M,41.0,Consumer,Bandung,West Java,2025-09-19
C01501,Fajar Permata,M,43.0,Consumer,Surakarta,Central Java,2023-06-05
C01502,Andi Hidayat,F,55.0,Consumer,North Jakarta,Jakarta,2023-11-09
C01503,Nadia Putri,F,41.0,Consumer,Palu,Sulawesi,2025-06-23
C01504,CV Berkah Sejahtera,,,Small Business,Malang,East Java,2025-07-30
C01505,PT Prima Digital,,,Small Business,Tegal,Central Java,2023-09-18
C01506,Tio Hidayat,M,33.0,Consumer,South Jakarta,Jakarta,2023-10-08
C01507,Joko Kusuma,F,53.0,Consumer,Jember,East Java,2025-02-23
C01508,Eko Pratama,F,60.0,Consumer,Depok,West Java,2022-02-11
C01509,PT Sentosa Logistik,,,Small Business,Kediri,East Java,2023-06-22
C01510,CV Berkah Abadi,,,Small Business,Depok,West Java,2024-07-11
C01511,PT Cakra Sentosa,,,Corporate,Bandung,West Java,2024-12-26
C01512,Raka Ramadhan,F,27.0,Consumer,Banjarmasin,Kalimantan,2024-11-12
C01513,CV Berkah Jaya,,,Small Business,Kediri,East Java,2025-01-03
C01514,Indra Wijaya,F,27.0,Consumer,Cimahi,West Java,2023-12-11
C01515,Fajar Permata,F,19.0,Consumer,Semarang,Central Java,2022-05-29
C01516,Raka Permata,F,39.0,Consumer,Jember,East Java,2024-01-20
C01517,Lina Saputra,M,39.0,Consumer,Semarang,Central Java,2025-09-18
C01518,Hana Lestari,M,32.0,Consumer,Banjarmasin,Kalimantan,2024-04-11
C01519,Karin Kusuma,M,37.0,Consumer,Bekasi,West Java,2023-10-14
C01520,Fajar Nugroho,M,51.0,Consumer,Magelang,Central Java,2024-06-08
C01521,Budi Ramadhan,F,55.0,Consumer,Bogor,West Java,2024-08-24
C01522,Lina Santoso,M,27.0,Consumer,Surakarta,Central Java,2023-12-24
C01523,PT Prima Logistik,,,Small Business,Padang,Sumatra,2023-04-28
C01524,Indra Saputra,M,39.0,Consumer,Depok,West Java,2025-06-03
C01525,PT Nusantara Digital,,,Small Business,Pontianak,Kalimantan,2022-04-07
C01526,Gita Ramadhan,F,31.0,Consumer,Banjarmasin,Kalimantan,2023-08-14
C01527,Budi Nugroho,M,35.0,Consumer,West Jakarta,Jakarta,2025-10-05
C01528,CV Berkah Mandiri,,,Small Business,North Jakarta,Jakarta,2022-12-28
C01529,Lina Putri,F,24.0,Consumer,South Jakarta,Jakarta,2023-04-27
C01530,Budi Santoso,F,48.0,Consumer,Surakarta,Central Java,2022-08-31
C01531,CV Sukses Jaya,,,Small Business,Jember,East Java,2024-10-02
C01532,Yusuf Nugroho,M,19.0,Consumer,Banjarmasin,Kalimantan,2024-01-26
C01533,PT Sentosa Logistik,,,Small Business,West Jakarta,Jakarta,2025-06-14
C01534,Joko Maulana,F,26.0,Consumer,East Jakarta,Jakarta,2023-04-20
C01535,Lina Wijaya,F,36.0,Consumer,Bandar Lampung,Sumatra,2025-03-31
C01536,Eko Wijaya,F,40.0,Consumer,Central Jakarta,Jakarta,2022-06-14
C01537,Nadia Lestari,F,20.0,Consumer,Central Jakarta,Jakarta,2022-04-17
C01538,Yusuf Lestari,M,52.0,Consumer,Pekanbaru,Sumatra,2024-02-24
C01539,Lina Nugroho,M,51.0,Consumer,Central Jakarta,Jakarta,2023-06-18
C01540,PT Sentosa Jaya,,,Small Business,West Jakarta,Jakarta,2023-11-21
C01541,PT Maju Sejahtera,,,Small Business,Tegal,Central Java,2025-03-30
C01542,PT Mitra Sentosa,,,Corporate,Bekasi,West Java,2023-10-28
C01543,PT Prima Digital,,,Small Business,North Jakarta,Jakarta,2023-03-26
C01544,Gita Lestari,M,51.0,Consumer,Bogor,West Java,2025-12-25
C01545,Wahyu Ramadhan,F,56.0,Consumer,Padang,Sumatra,2024-08-13
C01546,Dewi Maulana,F,44.0,Consumer,Pekanbaru,Sumatra,2023-09-16
C01547,Nadia Maulana,M,35.0,Consumer,North Jakarta,Jakarta,2025-01-01
C01548,Fajar Putri,F,54.0,Consumer,Tegal,Central Java,2024-05-01
C01549,Tio Ramadhan,F,23.0,Consumer,Sidoarjo,East Java,2024-09-17
C01550,Yusuf Hidayat,F,18.0,Consumer,Medan,Sumatra,2022-01-30
C01551,Maya Kusuma,M,47.0,Consumer,South Jakarta,Jakarta,2025-06-21
C01552,Indra Hidayat,M,38.0,Consumer,Palembang,Sumatra,2025-02-21
C01553,Tio Saputra,F,29.0,Consumer,Tegal,Central Java,2025-09-05
C01554,CV Sukses Digital,,,Small Business,Banjarmasin,Kalimantan,2022-04-12
C01555,PT Artha Indonesia,,,Corporate,Balikpapan,Kalimantan,2024-09-25
C01556,Joko Putri,F,34.0,Consumer,Surabaya,East Java,2022-03-21
C01557,Eko Santoso,M,36.0,Consumer,Surabaya,East Java,2024-04-03
C01558,Eko Pratama,F,20.0,Consumer,Bekasi,West Java,2025-10-21
C01559,Raka Wijaya,M,45.0,Consumer,Palu,Sulawesi,2022-02-20
C01560,PT Sentosa Logistik,,,Small Business,West Jakarta,Jakarta,2022-08-01
C01561,PT Maju Mandiri,,,Small Business,Kediri,East Java,2025-07-14
C01562,Dewi Saputra,M,56.0,Consumer,Pekanbaru,Sumatra,2025-12-07
C01563,Sari Saputra,F,45.0,Consumer,Bandar Lampung,Sumatra,2022-07-22
C01564,Fajar Maulana,M,23.0,Consumer,West Jakarta,Jakarta,2024-01-24
C01565,Citra Putri,M,33.0,Consumer,South Jakarta,Jakarta,2024-07-19
C01566,Tio Wijaya,M,29.0,Consumer,Surakarta,Central Java,2025-05-01
C01567,Fajar Lestari,M,28.0,Consumer,Malang,East Java,2023-09-28
C01568,Lina Ramadhan,F,18.0,Consumer,Depok,West Java,2025-05-10
C01569,CV Sukses Sejahtera,,,Small Business,Kediri,East Java,2023-07-15
C01570,Maya Saputra,F,27.0,Consumer,Banjarmasin,Kalimantan,2024-03-12
C01571,Gita Saputra,M,33.0,Consumer,Banjarmasin,Kalimantan,2025-12-23
C01572,PT Mitra Indonesia,,,Corporate,Surakarta,Central Java,2025-11-20
C01573,PT Sentosa Mandiri,,,Small Business,Sidoarjo,East Java,2022-02-25
C01574,PT Prima Jaya,,,Small Business,North Jakarta,Jakarta,2025-03-30
C01575,Eko Pratama,F,20.0,Consumer,Jember,East Java,2025-10-16
C01576,PT Cakra Retail,,,Corporate,Banjarmasin,Kalimantan,2025-12-13
C01577,Hana Pratama,M,29.0,Consumer,Central Jakarta,Jakarta,2024-07-26
C01578,PT Maju Sejahtera,,,Small Business,Tegal,Central Java,2025-04-02
C01579,Tio Ramadhan,F,31.0,Consumer,Bekasi,West Java,2025-02-05
C01580,PT Prima Digital,,,Small Business,West Jakarta,Jakarta,2025-09-11
C01581,Yusuf Pratama,F,52.0,Consumer,Bandar Lampung,Sumatra,2022-02-04
C01582,PT Global Indonesia,,,Corporate,Bekasi,West Java,2025-06-12
C01583,PT Maju Digital,,,Small Business,East Jakarta,Jakarta,2023-06-25
C01584,Fajar Ramadhan,M,37.0,Consumer,West Jakarta,Jakarta,2025-11-21
C01585,PT Artha Abadi,,,Corporate,Central Jakarta,Jakarta,2025-12-06
C01586,Joko Nugroho,F,54.0,Consumer,East Jakarta,Jakarta,2024-03-27
C01587,Andi Saputra,M,49.0,Consumer,Magelang,Central Java,2023-09-07
C01588,PT Nusantara Logistik,,,Small Business,Cimahi,West Java,2022-07-01
C01589,Yusuf Permata,M,28.0,Consumer,Magelang,Central Java,2022-03-14
C01590,PT Nusa Indonesia,,,Corporate,Bogor,West Java,2022-03-24
C01591,CV Sukses Abadi,,,Small Business,Magelang,Central Java,2022-10-11
C01592,PT Nusantara Sejahtera,,,Small Business,North Jakarta,Jakarta,2025-07-18
C01593,Dewi Hidayat,F,43.0,Consumer,East Jakarta,Jakarta,2025-04-18
C01594,PT Maju Jaya,,,Small Business,Palembang,Sumatra,2022-08-07
C01595,Raka Lestari,F,47.0,Consumer,Tegal,Central Java,2022-03-11
C01596,Nadia Nugroho,F,60.0,Consumer,Cimahi,West Java,2022-12-03
C01597,Maya Hidayat,F,53.0,Consumer,Balikpapan,Kalimantan,2025-01-21
C01598,PT Cakra Retail,,,Corporate,West Jakarta,Jakarta,2023-09-28
C01599,PT Global Abadi,,,Corporate,Depok,West Java,2024-08-14
C01600,Eko Permata,F,31.0,Consumer,Balikpapan,Kalimantan,2022-07-21
C01601,Raka Putri,F,43.0,Consumer,South Jakarta,Jakarta,2022-08-05
C01602,Budi Maulana,F,47.0,Consumer,North Jakarta,Jakarta,2024-01-23
C01603,Maya Maulana,F,49.0,Consumer,Pontianak,Kalimantan,2022-08-28
C01604,Karin Maulana,F,21.0,Consumer,Sidoarjo,East Java,2022-12-29
C01605,Citra Saputra,M,53.0,Consumer,Bekasi,West Java,2024-04-24
C01606,Wahyu Hidayat,M,56.0,Consumer,East Jakarta,Jakarta,2025-10-29
C01607,Eko Permata,F,22.0,Consumer,Depok,West Java,2024-01-21
C01608,Yusuf Putri,F,43.0,Consumer,Padang,Sumatra,2025-07-21
C01609,PT Cakra Retail,,,Corporate,Pekanbaru,Sumatra,2024-08-08
C01610,Nadia Nugroho,M,39.0,Consumer,Padang,Sumatra,2023-11-10
C01611,Sari Hidayat,M,31.0,Consumer,Depok,West Java,2025-01-16
C01612,PT Global Indonesia,,,Corporate,Central Jakarta,Jakarta,2024-07-27
C01613,Tio Santoso,F,43.0,Consumer,Kediri,East Java,2023-01-31
C01614,Nadia Maulana,F,45.0,Consumer,Bogor,West Java,2024-03-03
C01615,Citra Santoso,M,31.0,Consumer,North Jakarta,Jakarta,2024-11-22
C01616,Sari Ramadhan,M,40.0,Consumer,Bandung,West Java,2024-02-10
C01617,Sari Putri,F,30.0,Consumer,Bandung,West Java,2025-07-05
C01618,CV Sukses Abadi,,,Small Business,Surakarta,Central Java,2024-03-02
C01619,PT Global Sentosa,,,Corporate,Jember,East Java,2025-10-28
C01620,CV Sukses Jaya,,,Small Business,Balikpapan,Kalimantan,2022-01-02
C01621,Dewi Santoso,F,30.0,Consumer,Jember,East Java,2024-07-07
C01622,Wahyu Maulana,M,45.0,Consumer,Kediri,East Java,2022-06-13
C01623,PT Nusa Retail,,,Corporate,West Jakarta,Jakarta,2025-09-20
C01624,Fajar Nugroho,M,57.0,Consumer,West Jakarta,Jakarta,2023-08-26
C01625,PT Mitra Sentosa,,,Corporate,East Jakarta,Jakarta,2024-02-19
C01626,Andi Permata,F,36.0,Consumer,Pekanbaru,Sumatra,2023-03-06
C01627,Maya Putri,M,31.0,Consumer,Bandar Lampung,Sumatra,2023-01-23
C01628,PT Nusa Sentosa,,,Corporate,Kediri,East Java,2023-08-28
C01629,Fajar Wijaya,F,35.0,Consumer,Bekasi,West Java,2022-12-02
C01630,PT Artha Abadi,,,Corporate,Magelang,Central Java,2022-03-31
C01631,Raka Hidayat,M,19.0,Consumer,East Jakarta,Jakarta,2023-09-09
C01632,PT Prima Logistik,,,Small Business,Surabaya,East Java,2025-05-30
C01633,Joko Kusuma,F,23.0,Consumer,Cimahi,West Java,2022-10-09
